id,storeId,code,medicineName,genericName,medicineType,hsncode,company,,mrpPrice,saleprice,gst,availabilityQty,batchNumber,expiryDate,potency
155,66682bdcd2a08931144c1cff,PHAR-A-103/,ACITROM 1MG,,TABLET,,,,,,,,,,
156,66682bdcd2a08931144c1cff,PHAR-A-104/,ACITROM 2MG,,TABLET,,,,,,,,,,
157,66682bdcd2a08931144c1cff,PHAR-A-105/,ACITROM 4MG,,TABLET,,,,,,,,,,
158,66682bdcd2a08931144c1cff,PHAR-A-106/,ACIVIR 200MG DT,,TABLET,,,,,,,,,,
159,66682bdcd2a08931144c1cff,PHAR-A-107/,ACIVIR 400MG DT,,TABLET,,,,,,,,,,
160,66682bdcd2a08931144c1cff,PHAR-A-108/,ACIVIR 800MG DT,,TABLET,,,,,,,,,,
161,66682bdcd2a08931144c1cff,PHAR-A-109/,ACTAMIDE TAB.,,TABLET,,,,,,,,,,
162,66682bdcd2a08931144c1cff,PHAR-A-110/,GLUCORYL-M2 FORTE TAB,GLIPIZIDE & METFORMINE,TABLET,,,,,,,,,,
163,66682bdcd2a08931144c1cff,PHAR-A-111/,ACUCLAV 375MG,,TABLET,,,,,,,,,,
164,66682bdcd2a08931144c1cff,PHAR-A-112/,ACUCLAV 625MG,,TABLET,,,,,,,,,,
165,66682bdcd2a08931144c1cff,PHAR-A-113/,ADVENT 375 MG,,TABLET,,,,,,,,,,
166,66682bdcd2a08931144c1cff,PHAR-A-114/,ADVENT 625MG,,TABLET,,,,,,,,,,
167,66682bdcd2a08931144c1cff,PHAR-A-115/,AKT-2 TAB,,TABLET,,,,,,,,,,
168,66682bdcd2a08931144c1cff,PHAR-A-116/,AKT-3,,TABLET,,,,,,,,,,
169,66682bdcd2a08931144c1cff,PHAR-A-117/,AKT-4,,TABLET,,,,,,,,,,
170,66682bdcd2a08931144c1cff,PHAR-A-118/,AKURIT-3,,TABLET,,,,,,,,,,
171,66682bdcd2a08931144c1cff,PHAR-A-119/,AKURIT-4MG,,TABLET,,,,,,,,,,
172,66682bdcd2a08931144c1cff,PHAR-A-120/,AKURIT TAB,,TABLET,,,,,,,,,,
173,66682bdcd2a08931144c1cff,PHAR-A-121/,AKURIT-Z KID,,TABLET,,,,,,,,,,
174,66682bdcd2a08931144c1cff,PHAR-A-122/,ALCIPRO - 250,,TABLET,,,,,,,,,,
175,66682bdcd2a08931144c1cff,PHAR-A-123/,ALCIPRO - 500,,TABLET,,,,,,,,,,
176,66682bdcd2a08931144c1cff,PHAR-A-124/,ALCIPRO - TN,,TABLET,,,,,,,,,,
177,66682bdcd2a08931144c1cff,PHAR-A-125/,ALDECTON 100MG TAB,,TABLET,,,,,,,,,,
178,66682bdcd2a08931144c1cff,PHAR-A-126/,ALDECTON 25MG,,TABLET,,,,,,,,,,
179,66682bdcd2a08931144c1cff,PHAR-A-127/,ALDECTON 50MG,,TABLET,,,,,,,,,,
180,66682bdcd2a08931144c1cff,PHAR-A-128/,ALEX,,TABLET,,,,,,,,,,
181,66682bdcd2a08931144c1cff,PHAR-A-129/,ALFATAM-D,,TABLET,,,,,,,,,,
182,66682bdcd2a08931144c1cff,PHAR-A-130/,ALFOO,,TABLET,,,,,,,,,,
183,66682bdcd2a08931144c1cff,PHAR-A-131/,ALFUSIN,,TABLET,,,,,,,,,,
184,66682bdcd2a08931144c1cff,PHAR-A-132/,ALFUSIN D,,TABLET,,,,,,,,,,
185,66682bdcd2a08931144c1cff,PHAR-A-133/,ALLEGRA 120,,TABLET,,,,,,,,,,
186,66682bdcd2a08931144c1cff,PHAR-A-134/,ALLEGRA 180,,TABLET,,,,,,,,,,
187,66682bdcd2a08931144c1cff,PHAR-A-135/,ALPHA D3,,TABLET,,,,,,,,,,
188,66682bdcd2a08931144c1cff,PHAR-A-136/,ALPHADOPA TAB,,TABLET,,,,,,,,,,
189,66682bdcd2a08931144c1cff,PHAR-A-137/,ALPRACONTIN 0.5,,TABLET,,,,,,,,,,
190,66682bdcd2a08931144c1cff,PHAR-A-138/,ALPRAX-0.25,,TABLET,,,,,,,,,,
191,66682bdcd2a08931144c1cff,PHAR-A-139/,ALPRAX 0.5MG,,TABLET,,,,,,,,,,
192,66682bdcd2a08931144c1cff,PHAR-A-140/,ALPRAX PLUS,,TABLET,,,,,,,,,,
193,66682bdcd2a08931144c1cff,PHAR-A-141/,ALPRAX SR-0.5,,TABLET,,,,,,,,,,
194,66682bdcd2a08931144c1cff,PHAR-A-142/,ALSARTAN-50MG,,TABLET,,,,,,,,,,
195,66682bdcd2a08931144c1cff,PHAR-A-143/,ALTACEF 250MG,,TABLET,,,,,,,,,,
196,66682bdcd2a08931144c1cff,PHAR-A-144/,ALTACEF 500MG,,TABLET,,,,,,,,,,
197,66682bdcd2a08931144c1cff,PHAR-A-145/,ALTIPOD CV 200,,TABLET,,,,,,,,,,
198,66682bdcd2a08931144c1cff,PHAR-A-146/,ALTRADAY TAB,,TABLET,,,,,,,,,,
199,66682bdcd2a08931144c1cff,PHAR-A-147/,ALTRAFLAM-P,,TABLET,,,,,,,,,,
200,66682bdcd2a08931144c1cff,PHAR-A-148/,ALUPENT-10MG,,TABLET,,,,,,,,,,
201,66682bdcd2a08931144c1cff,PHAR-A-149/,ALZOLAM 0.25,,TABLET,,,,,,,,,,
202,66682bdcd2a08931144c1cff,PHAR-A-150/,ALZOLAM 0.5,,TABLET,,,,,,,,,,
203,66682bdcd2a08931144c1cff,PHAR-A-151/,AMARYL 1MG,,TABLET,,,,,,,,,,
204,66682bdcd2a08931144c1cff,PHAR-A-152/,AMIFRU-40MG,,TABLET,,,,,,,,,,
205,66682bdcd2a08931144c1cff,PHAR-A-153/,AMITONE-10MG,,TABLET,,,,,,,,,,
206,66682bdcd2a08931144c1cff,PHAR-A-154/,AMITONE-25MG,,TABLET,,,,,,,,,,
207,66682bdcd2a08931144c1cff,PHAR-A-155/,AMITONE PLUS,,TABLET,,,,,,,,,,
208,66682bdcd2a08931144c1cff,PHAR-A-156/,AMIXIDE-H,,TABLET,,,,,,,,,,
209,66682bdcd2a08931144c1cff,PHAR-A-157/,AMOCLAVE-625MG TABLET,AMOXICILLIN &CLAVULANATE POTASSIUM,TABLET,,,,,,,,,,
210,66682bdcd2a08931144c1cff,PHAR-A-158/,AMLODAC 5MG,,TABLET,,,,,,,,,,
211,66682bdcd2a08931144c1cff,PHAR-A-159/,AMLODAC AT TAB,,TABLET,,,,,,,,,,
212,66682bdcd2a08931144c1cff,PHAR-A-160/,AMLOGARD-5MG,,TABLET,,,,,,,,,,
213,66682bdcd2a08931144c1cff,PHAR-A-161/,AMLOKIND-2.5MG,,TABLET,,,,,,,,,,
214,66682bdcd2a08931144c1cff,PHAR-A-162/,AMLOKIND-5MG,,TABLET,,,,,,,,,,
215,66682bdcd2a08931144c1cff,PHAR-A-163/,AMLOKIND AT,,TABLET,,,,,,,,,,
216,66682bdcd2a08931144c1cff,PHAR-A-164/,AMLONG 5MG,,TABLET,,,,,,,,,,
217,66682bdcd2a08931144c1cff,PHAR-A-165/,AMLOPIN-5MG,,TABLET,,,,,,,,,,
218,66682bdcd2a08931144c1cff,PHAR-A-166/,AMLOPIN-AT,,TABLET,,,,,,,,,,
219,66682bdcd2a08931144c1cff,PHAR-A-167/,AMLOPIN-M TAB,,TABLET,,,,,,,,,,
220,66682bdcd2a08931144c1cff,PHAR-A-168/,AMLOPRES 5MG,,TABLET,,,,,,,,,,
221,66682bdcd2a08931144c1cff,PHAR-A-169/,AMLOPRES-AT,,TABLET,,,,,,,,,,
222,66682bdcd2a08931144c1cff,PHAR-A-170/,AMLOPRES AT 25,,TABLET,,,,,,,,,,
223,66682bdcd2a08931144c1cff,PHAR-A-171/,AMLOSAFE 10MG,,TABLET,,OTSIRA,,,,,,,,
224,66682bdcd2a08931144c1cff,PHAR-A-172/,AMLOSAFE-2.5 MG,,TABLET,,,,,,,,,,
225,66682bdcd2a08931144c1cff,PHAR-A-173/,AMLOSAFE-5MG,,TABLET,,OTSIRA,,,,,,,,
226,66682bdcd2a08931144c1cff,PHAR-A-174/,AMLOSAFE-AT,,TABLET,,,,,,,,,,
227,66682bdcd2a08931144c1cff,PHAR-A-175/,AMLOSAFE-LS 5/5 TAB.,,TABLET,,,,,,,,,,
228,66682bdcd2a08931144c1cff,PHAR-A-176/,AMLOVAS-2.5MG,,TABLET,,,,,,,,,,
229,66682bdcd2a08931144c1cff,PHAR-A-177/,AMLOVAS-5MG,,TABLET,,,,,,,,,,
230,66682bdcd2a08931144c1cff,PHAR-A-178/,AMLOVAS H TAB,,TABLET,,,,,,,,,,
231,66682bdcd2a08931144c1cff,PHAR-A-179/,AMLOVAS-L,,TABLET,,,,,,,,,,
232,66682bdcd2a08931144c1cff,PHAR-A-180/,AMLOVAS-S-5MG,,TABLET,,,,,,,,,,
