id,storeId,medicineName,itemTypeKey,drugForm,issueUnit,purchaseUnit,conversion,hsnCode,manufacturer,potency,,
47,66682bdcd2a08931144c1cff,AMLOKIND - H TABLET,Drug,Tablet,Nos,Strip,10,3004,Mankind,,,
48,66682bdcd2a08931144c1cff,ACILOC S SYP,Drug,Suspension,Nos,Nos,1,3004,Cadila,,,
49,66682bdcd2a08931144c1cff,ABPHYLLINE-SR200MG TAB,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
50,66682bdcd2a08931144c1cff,ADLIV SYP,Drug,Suspension,Nos,Nos,1,3004,Albert David,,,
51,66682bdcd2a08931144c1cff,ADVENT SYRUP,Drug,Suspension,Nos,Nos,1,3004,Cipla Pharma,,,
52,66682bdcd2a08931144c1cff,AGLOZYME 200ML,Drug,Suspension,nos,nos,1,3004,Aglowmed,,,
53,66682bdcd2a08931144c1cff,ALEX 50ML,Drug,Suspension,nos,nos,1,3004,Glenmark Pharma,,,
54,66682bdcd2a08931144c1cff,ALEX +SF100ML,Drug,Suspension,nos,nos,1,3004,Glenmark Pharma,,,
55,66682bdcd2a08931144c1cff,ALEX + SYP,Drug,Suspension,Nos ,Nos,1,3004,Glenmark Pharma,,,
56,66682bdcd2a08931144c1cff,ALKAMAX 200ML,Drug,Suspension,Nos,Nos,1,3004,Overseas Healthcare,,,
57,66682bdcd2a08931144c1cff,ALKAMAX MB6 SYP,Drug,Suspension,Nos,Nos,1,3004,Overseas Healthcare,,,
58,66682bdcd2a08931144c1cff,ALKASOL 100ML,Drug,Suspension,Nos,Nos,1,3004,Stamed,,,
59,66682bdcd2a08931144c1cff,ACUPENEM 1GM VAIL,Drug,Injection,Nos,Nos,1,3004,Macleods,,,
60,66682bdcd2a08931144c1cff,ALLEGRA 60ML,Drug,Suspension,Nos,Nos,1,3004,Sanofi,,,
61,66682bdcd2a08931144c1cff,ALPROVIT PLUS SYP,Drug,Suspension,Nos,Nos,1,3004,Alkem Laboratories,,,
62,66682bdcd2a08931144c1cff,AMBRODIL 100 ML,Drug,Suspension,Nos,Nos,1,3004,Aristo,a,,
63,66682bdcd2a08931144c1cff,AMBRODIL PLUS SYP,Drug,Suspension,Nos,Nos,1,3004,Aristo,,,
64,66682bdcd2a08931144c1cff,AMBRODIL-S 100ML,Drug,Suspension,Nos,Nos,1,3004,Aristo,,,
65,66682bdcd2a08931144c1cff,ANAFORTAN 30ML,Drug,Suspension,Nos,Nos,1,3004,Abbott,,,
66,66682bdcd2a08931144c1cff,APTIMUST 200ML,Drug,Suspension,Nos,Nos,1,3004,Mankind,,,
67,66682bdcd2a08931144c1cff,APTIVATE 175ML,Drug,Suspension,Nos,Nos,1,3004,Lupin,,,
68,66682bdcd2a08931144c1cff,ARISTOZYME 200ML,Drug,Suspension,Nos,Nos,1,3004,Aristo,,,
69,66682bdcd2a08931144c1cff,ASCORIL-D SYP,Drug,Suspension,Nos,Nos,1,3004,Glenmark Pharma,,,
70,66682bdcd2a08931144c1cff,ASCORIL + EXP SYP,Drug,Suspension,Nos,Nos,1,3004,Glenmark Pharma,,,
71,66682bdcd2a08931144c1cff,ASTHAKIND SYP,Drug,Suspension,Nos,Nos,1,3004,Mankind,,,
72,66682bdcd2a08931144c1cff,ATAREX SYP,Drug,Suspension,Nos,Nos,1,3004,Dr. Reddy,,,
73,66682bdcd2a08931144c1cff,A TO Z NS SYP,Drug,Suspension,Nos,Nos,1,3004,Alkem Laboratories,,,
74,66682bdcd2a08931144c1cff,A TO Z SYRUP 200ML,Drug,Suspension,Nos,Nos,1,3004,Alkem Laboratories,,,
75,66682bdcd2a08931144c1cff,AUGMENTIN DDS SYP,Drug,Suspension,Nos,Nos,1,3004,Glaxo SmithKline,,,
76,66682bdcd2a08931144c1cff,AUGMENTIN SYP DUO,Drug,Suspension,Nos,Nos,1,3004,Glaxo SmithKline,,,
77,66682bdcd2a08931144c1cff,AXBEX NS 200ML,Drug,Suspension,Nos,Nos,1,3004,Ozone,,,
78,66682bdcd2a08931144c1cff,AZILIDE 100MG SYP.,Drug,Suspension,Nos,Nos,1,3004,Dr. Reddy,,,
79,66682bdcd2a08931144c1cff,AZILIDE-200,Drug,Suspension,Nos,Nos,1,3004,Dr. Reddy,,,
80,66682bdcd2a08931144c1cff,AZITHRAL 100MG,Drug,Suspension,Nos,Nos,1,3004,Alembic Medicare,,,
81,66682bdcd2a08931144c1cff,AZITHRAL 200MG,Drug,Suspension,Nos,Nos,1,3004,Alembic Medicare,,,
82,66682bdcd2a08931144c1cff,ABDOMINAL BELT - M,General Items,Consumables,Nos,Nos,1,3004,Dyna,,,
83,66682bdcd2a08931144c1cff,AMLOSAFE-TM 40 TAB,Drug,Tablet,Nos,Strip,10,3004,Otsira,,,
84,66682bdcd2a08931144c1cff,ACENAC P,Drug,Tablet,Nos,Strip,10,3004,Medley,,,
85,66682bdcd2a08931144c1cff,ACE PROXYVON TAB,Drug,Tablet,Nos,Strip,8,3004,Dr. Reddy,,,
86,66682bdcd2a08931144c1cff,ABSOLUT WOMEN-CAPSULE,Drug,Tablet,Nos,Strip,10,3004,Pharmed,,,
87,66682bdcd2a08931144c1cff,ACILOC-150MG,Drug,Tablet,Nos,Strip,30,3004,Cadila,,,
88,66682bdcd2a08931144c1cff,ACILOC-300MG,Drug,Tablet,Nos,Strip,20,3004,Cadila,,,
89,66682bdcd2a08931144c1cff,ACILOC RD,Drug,Tablet,Nos,Strip,10,3004,Cadila,,,
90,66682bdcd2a08931144c1cff,ACITROM 1MG,Drug,Tablet,Nos,Strip,30,3004,Abbott,,,
91,66682bdcd2a08931144c1cff,ACITROM 2MG,Drug,Tablet,Nos,Strip,30,3004,Abbott,,,
92,66682bdcd2a08931144c1cff,ACITROM 4MG,Drug,Tablet,Nos,Strip,30,3004,Abbott,,,
93,66682bdcd2a08931144c1cff,ACIVIR 200MG DT,Drug,Tablet,Nos,Strip,10,3004,Cipla Pharma,,,
94,66682bdcd2a08931144c1cff,ACIVIR 400MG DT,Drug,Tablet,Nos,Strip,5,3004,Cipla Pharma,,,
95,66682bdcd2a08931144c1cff,ACIVIR 800MG DT,Drug,Tablet,Nos,Strip,5,3004,Cipla Pharma,,,
96,66682bdcd2a08931144c1cff,GLUCORYL-M2 FORTE TAB,Drug,Tablet,Nos,Strip,15,3004,Alkem Laboratories,,,
97,66682bdcd2a08931144c1cff,ACUCLAV 375MG,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
98,66682bdcd2a08931144c1cff,ACUCLAV 625MG,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
99,66682bdcd2a08931144c1cff,ADVENT 375 MG,Drug,Tablet,Nos,Strip,10,3004,Cipla Pharma,,,
100,66682bdcd2a08931144c1cff,ADVENT 625MG,Drug,Tablet,Nos,Strip,10,3004,Cipla Pharma,,,
101,66682bdcd2a08931144c1cff,AKT-2 TAB,Drug,Tablet,Kit,Kit,1,3004,Lupin,,,
102,66682bdcd2a08931144c1cff,AKT-3 TAB,Drug,Tablet,Kit,Kit,1,3004,Lupin,,,
103,66682bdcd2a08931144c1cff,AKT-4 TAB,Drug,Tablet,Kit,Kit,1,3004,Lupin,,,
104,66682bdcd2a08931144c1cff,AKURIT-3,Drug,Tablet,Nos,Strip,10,3004,Lupin,,,
105,66682bdcd2a08931144c1cff,AKURIT- 4MG,Drug,Tablet,Nos,Strip,10,3004,Lupin,,,
106,66682bdcd2a08931144c1cff,AKURIT TAB,Drug,Tablet,Nos,Strip,10,3004,Lupin,,,
107,66682bdcd2a08931144c1cff,ALCIPRO - 250,Drug,Tablet,Nos,Strip,10,3004,Alkem Laboratories,,,
108,66682bdcd2a08931144c1cff,ALCIPRO - 500,Drug,Tablet,Nos,Strip,10,3004,Alkem Laboratories,,,
109,66682bdcd2a08931144c1cff,ALCIPRO - TN,Drug,Tablet,Nos,Strip,10,3004,Alkem Laboratories,,,
110,66682bdcd2a08931144c1cff,ALDECTON 100MG TAB,Drug,Tablet,Nos,Strip,15,3004,RPG Life Sciences,,,
111,66682bdcd2a08931144c1cff,ALDECTON 25MG,Drug,Tablet,Nos,Strip,15,3004,RPG Life Sciences,,,
112,66682bdcd2a08931144c1cff,ALDECTON 50MG,Drug,Tablet,Nos,Strip,15,3004,RPG Life Sciences,,,
113,66682bdcd2a08931144c1cff,ALLEGRA 120,Drug,Tablet,Nos,Strip,10,3004,Sanofi,,,
114,66682bdcd2a08931144c1cff,ALLEGRA 180,Drug,Tablet,Nos,Strip,10,3004,Sanofi,,,
115,66682bdcd2a08931144c1cff,ALPHA D3,Drug,Capsules,Nos,Strip,10,3004,Glaxo SmithKline,,,
116,66682bdcd2a08931144c1cff,ALPRAX-0.25,Drug,Tablet,Nos,Strip,15,3004,Torrent Pharma,,,
117,66682bdcd2a08931144c1cff,ALPRAX 0.5MG,Drug,Tablet,Nos,Strip,15,3004,Torrent Pharma,,,
118,66682bdcd2a08931144c1cff,ALPRAX PLUS,Drug,Tablet,Nos,Strip,15,3004,Torrent Pharma,,,
119,66682bdcd2a08931144c1cff,ALPRAX SR-0.5,Drug,Tablet,Nos,Strip,15,3004,Torrent Pharma,,,
120,66682bdcd2a08931144c1cff,ALSARTAN-50MG,Drug,Tablet,Nos,Strip,10,3004,Aristo,,,
121,66682bdcd2a08931144c1cff,ALTRADAY TAB,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
122,66682bdcd2a08931144c1cff,AMARYL 1MG,Drug,Tablet,Nos,Strip,30,3004,Sanofi,,,
123,66682bdcd2a08931144c1cff,AMIFRU-40MG,Drug,Tablet,Nos,Strip,10,3004,Torrent Pharma,,,
124,66682bdcd2a08931144c1cff,AMITONE-10MG,Drug,Tablet,Nos,Strip,10,3004,Intas,,,
125,66682bdcd2a08931144c1cff,AMITONE-25MG,Drug,Tablet,Nos,Strip,10,3004,Intas,,,
126,66682bdcd2a08931144c1cff,AMITONE PLUS,Drug,Tablet,Nos,Strip,10,3004,Intas,,,
127,66682bdcd2a08931144c1cff,AMLODAC 5MG,Drug,Tablet,Nos,Strip,30,3004,Zydus,,,
128,66682bdcd2a08931144c1cff,AMLODAC AT TAB,Drug,Tablet,Nos,Strip,30,3004,Zydus,,,
129,66682bdcd2a08931144c1cff,AMLOKIND-2.5MG,Drug,Tablet,Nos,Strip,10,3004,Mankind,,,
130,66682bdcd2a08931144c1cff,AMLOKIND-5MG,Drug,Tablet,Nos,Strip,10,3004,Mankind,,,
131,66682bdcd2a08931144c1cff,AMLOKIND AT,Drug,Tablet,Nos,Strip,10,3004,Mankind,,,
132,66682bdcd2a08931144c1cff,AMLONG 5MG,Drug,Tablet,Nos,Strip,15,3004,Micro Lab,,,
133,66682bdcd2a08931144c1cff,AMLOSAFE 10MG,Drug,Tablet,Nos,Strip,15,3004,Otsira,,,
134,66682bdcd2a08931144c1cff,AMLOSAFE-2.5 MG,Drug,Tablet,Nos,Strip,15,3004,Otsira,,,
135,66682bdcd2a08931144c1cff,AMLOSAFE-5MG,Drug,Tablet,Nos,Strip,15,3004,Otsira,,,
136,66682bdcd2a08931144c1cff,AMLOSAFE-AT,Drug,Tablet,Nos,Strip,10,3004,Otsira,,,
137,66682bdcd2a08931144c1cff,AMLOSAFE-LS 5/5 TAB.,Drug,Tablet,Nos,Strip,10,3004,Otsira,,,
138,66682bdcd2a08931144c1cff,AMLOVAS-2.5MG,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
139,66682bdcd2a08931144c1cff,AMLOVAS-5MG,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
140,66682bdcd2a08931144c1cff,AMLOVAS H TAB,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
141,66682bdcd2a08931144c1cff,AMLOVAS-L,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
142,66682bdcd2a08931144c1cff,AMLOZ 10MG,Drug,Tablet,Nos,Strip,10,3004,Shreya,,,
143,66682bdcd2a08931144c1cff,AMLOZ 5MG,Drug,Tablet,Nos,Strip,10,3004,Shreya,,,
144,66682bdcd2a08931144c1cff,AMLOZAAR,Drug,Tablet,Nos,Strip,15,3004,Micro Lab,,,
145,66682bdcd2a08931144c1cff,AMTAS 10MG,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
146,66682bdcd2a08931144c1cff,AMTAS-2.5MG,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
147,66682bdcd2a08931144c1cff,AMTAS-5MG,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
148,66682bdcd2a08931144c1cff,AMTAS-AT,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
149,66682bdcd2a08931144c1cff,AMTAS-E,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
150,66682bdcd2a08931144c1cff,AMTAS M-25MG,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
151,66682bdcd2a08931144c1cff,AMTAS-M-50,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
152,66682bdcd2a08931144c1cff,ANAFORTAN,Drug,Tablet,Nos,Strip,15,3004,Abbott,,,
153,66682bdcd2a08931144c1cff,ANAFORTAN-N,Drug,Tablet,Nos,Strip,15,3004,Abbott,,,
154,66682bdcd2a08931144c1cff,ANGIPLAT-2.5MG,Drug,Tablet,Bott,Bott,1,3004,Micro Lab,,,
155,66682bdcd2a08931144c1cff,AQUAZIDE 12.5MG,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
156,66682bdcd2a08931144c1cff,AQUAZIDE 25MG,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
157,66682bdcd2a08931144c1cff,ARKAMIN TAB,Drug,Tablet,Nos,Strip,30,3004,Torrent Pharma,,,
158,66682bdcd2a08931144c1cff,ASOMEX 5 MG,Drug,Tablet,Nos,Strip,15,3004,Emcure,,,
159,66682bdcd2a08931144c1cff,ASTHALIN 4 MG,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
160,66682bdcd2a08931144c1cff,ASTHALIN SA-4 TAB,Drug,Tablet,Nos,Strip,10,3004,Cipla Pharma,,,
161,66682bdcd2a08931144c1cff,ATAREX 25MG,Drug,Tablet,Nos,Strip,15,3004,Dr. Reddy,,,
162,66682bdcd2a08931144c1cff,ATEN-100MG,Drug,Tablet,Nos,Strip,14,3004,Zydus,,,
163,66682bdcd2a08931144c1cff,ATEN-25MG,Drug,Tablet,Nos,Strip,14,3004,Zydus,,,
164,66682bdcd2a08931144c1cff,ATEN-50MG,Drug,Tablet,Nos,Strip,14,3004,Zydus,,,
165,66682bdcd2a08931144c1cff,ATIVAN 1MG,Drug,Tablet,Nos,Strip,30,3004,Pfizer,,,
166,66682bdcd2a08931144c1cff,ATIVAN 2MG,Drug,Tablet,Nos,Strip,30,3004,Pfizer,,,
167,66682bdcd2a08931144c1cff,ATORLIP 10,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
168,66682bdcd2a08931144c1cff,ATORLIP 20,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
169,66682bdcd2a08931144c1cff,ATORLIP F,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
170,66682bdcd2a08931144c1cff,ATORMAC 10,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
171,66682bdcd2a08931144c1cff,ATORMAC 20,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
172,66682bdcd2a08931144c1cff,ATORMAC 40MG,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
173,66682bdcd2a08931144c1cff,ATORMAC 5MG,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
174,66682bdcd2a08931144c1cff,ATORVA 10,Drug,Tablet,Nos,Strip,10,3004,Zydus,,,
175,66682bdcd2a08931144c1cff,ATORVA 20,Drug,Tablet,Nos,Strip,10,3004,Zydus,,,
176,66682bdcd2a08931144c1cff,ATORVA E TAB,Drug,Tablet,Nos,Strip,10,3004,Zydus,,,
177,66682bdcd2a08931144c1cff,A TO Z TABLET,Drug,Tablet,Nos,Strip,15,3004,Alkem Laboratories,,,
178,66682bdcd2a08931144c1cff,AXOVIR-250MG INJ,Injection,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
179,66682bdcd2a08931144c1cff,AUGMENTIN 1000MG DUO,Tablet,Tablet,Nos,Strip,10,3004,Glaxo,,,
180,66682bdcd2a08931144c1cff,AUGMENTIN 375MG DUO,Tablet,Tablet,Nos,Strip,10,3004,Glaxo,,,
181,66682bdcd2a08931144c1cff,AUGMENTIN 625MG DUO,Tablet,Tablet,Nos,Strip,10,3004,Glaxo,,,
182,66682bdcd2a08931144c1cff,AUGPEN 625MG BID,Tablet,Tablet,Nos,Strip,10,3004,Macleods,,,
183,66682bdcd2a08931144c1cff,AVAS 20MG,Tablet,Tablet,Nos,Strip,30,3004,Micro Lab,,,
184,66682bdcd2a08931144c1cff,AXBEX TABLET,Tablet,Tablet,Nos,Strip,10,3004,Ozone,,,
185,66682bdcd2a08931144c1cff,AZILIDE-250MG,Tablet,Tablet,Nos,Strip,10,3004,Micro Lab,,,
186,66682bdcd2a08931144c1cff,AZILIDE-500MG,Tablet,Tablet,Nos,Strip,10,3004,Micro Lab,,,
187,66682bdcd2a08931144c1cff,AZITHRAL-250MG,Tablet,Tablet,Nos,Strip,10,3004,Alembic Medicare,,,
188,66682bdcd2a08931144c1cff,AZITHRAL-500MG,Tablet,Tablet,Nos,Strip,5,3004,Alembic Medicare,,,
189,66682bdcd2a08931144c1cff,AZITHRAL-A250MG,Tablet,Tablet,Nos,Strip,10,3004,Alembic Medicare,,,
190,66682bdcd2a08931144c1cff,AZITHRAL-A 500MG,Tablet,Tablet,Nos,Strip,10,3004,Alembic Medicare,,,
191,66682bdcd2a08931144c1cff,AZOIE - L,Tablet,Tablet,Nos,Nos,1,3004,Bio World Pharma,,,
192,66682bdcd2a08931144c1cff,AZTOR 10,Tablet,Tablet,Nos,Strip,10,3004,Micro Lab,,,
193,66682bdcd2a08931144c1cff,ACILOC 2ML I.M./I.V.,Injection,Injection,Nos,Nos,1,3004,Cadila,,,
194,66682bdcd2a08931144c1cff,ACIVIR-IV 25MG/ML,Injection,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
195,66682bdcd2a08931144c1cff,ACTIDE 100MG 1ML,Injection,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
196,66682bdcd2a08931144c1cff,ACTIDE 50MG 1ML,Injection,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
197,66682bdcd2a08931144c1cff,ADNEON 2ML INJ,Injection,Injection,Nos,Nos,1,3004,NEON LAB LTD,,,
198,66682bdcd2a08931144c1cff,ADRENOR 2ML INJ,Injection,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
199,66682bdcd2a08931144c1cff,AMINOPHYLLINE 10ML,Injection,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
200,66682bdcd2a08931144c1cff,AMIODON 3ML INJ,Injection,Injection,Nos,Nos,1,3004,NEON LAB LTD,,,
201,66682bdcd2a08931144c1cff,ANAFORTAN AMP 2ML I.M.,Injection,Injection,Nos,Nos,1,3004,Abbott,,,
202,66682bdcd2a08931144c1cff,AQUAVIRON 1ML,Injection,Injection,Nos,Nos,1,3004,Abbott,,,
203,66682bdcd2a08931144c1cff,ARACHITOL-3L AMP.,Injection,Injection,Nos,Nos,1,3004,Abbott,,,
204,66682bdcd2a08931144c1cff,ARACHITOL-6L AMP,Injection,Injection,Nos,Nos,1,3004,Abbott,,,
205,66682bdcd2a08931144c1cff,ARTACIL INJ 2.5ML,Injection,Injection,Nos,Nos,1,3004,NEON LAB LTD,,,
206,66682bdcd2a08931144c1cff,AVIL 2ML,Injection,Injection,Nos,Nos,1,3004,NEON LAB LTD,,,
207,66682bdcd2a08931144c1cff,ARIXTRA 2.5 MG/0.5ML,Injection,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
208,66682bdcd2a08931144c1cff,ADVENT 1.2 GM,Injection,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
209,66682bdcd2a08931144c1cff,ADVENT 150MG,Injection,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
210,66682bdcd2a08931144c1cff,ADVENT 300MG,Injection,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
211,66682bdcd2a08931144c1cff,ADVENT 600MG,Injection,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
212,66682bdcd2a08931144c1cff,AMBISTRYN-S 1.0GM,Injection,Injection,Nos,Nos,1,3004,Abbott,,,
213,66682bdcd2a08931144c1cff,AMBISTRYN-S .75GM,Injection,Injection,Nos,Nos,1,3004,Abbott,,,
214,66682bdcd2a08931144c1cff,AMITAX 100MG,Injection,Injection,Nos,Nos,1,3004,Alkem Laboratories,,,
215,66682bdcd2a08931144c1cff,AMITAX 250MG,Injection,Injection,Nos,Nos,1,3004,Alkem Laboratories,,,
216,66682bdcd2a08931144c1cff,AMITAX 500MG,Injection,Injection,Nos,Nos,1,3004,Alkem Laboratories,,,
217,66682bdcd2a08931144c1cff,AMPOXIN-1GM,Injection,Injection,Nos,Nos,1,3004,Torrent Pharma,,,
218,66682bdcd2a08931144c1cff,AMPOXIN-250MG,Injection,Injection,Nos,Nos,1,3004,Torrent Pharma,,,
219,66682bdcd2a08931144c1cff,AMPOXIN-500MG,Injection,Injection,Nos,Nos,1,3004,Torrent Pharma,,,
220,66682bdcd2a08931144c1cff,AMPOXIN NEONATE,Injection,Injection,Nos,Nos,1,3004,Torrent Pharma,,,
221,66682bdcd2a08931144c1cff,ANAWIN 0.5% 20ML,Injection,Injection,Nos,Nos,1,3004,NEON LAB LTD,,,
222,66682bdcd2a08931144c1cff,ANAWIN HEAVY INJ,Injection,Injection,Nos,Nos,1,3004,NEON LAB LTD,,,
223,66682bdcd2a08931144c1cff,VANKING 1000 VAIL,Injection,Injection,Nos,Nos,1,3004,NEON LAB LTD,,,
224,66682bdcd2a08931144c1cff,AUGMENTIN 1.2GM,Injection,Injection,Nos,Nos,1,3004,Glaxo,,,
